Number Time x_pos y_pos
246920.0 2435.0 -0.15 0.15
214792.0 2436.8 0.15 -0.05
214792.0 2669.4 0.15 -0.05
214792.0 2671.6 0.15 -0.05
255112.0 2672.8 -0.05 -0.05
214792.0 2673.3 0.15 -0.05
214792.0 2675.6 0.15 -0.05
255112.0 2675.3 -0.05 -0.05
246920.0 2677.1 -0.15 0.15
255112.0 2677.7 -0.05 -0.05
246920.0 2678.9 -0.15 0.15
246920.0 2680.3 -0.15 0.15
255112.0 2680.4 -0.05 -0.05
246920.0 2682.1 -0.15 0.15
246920.0 2684.6 -0.15 0.15
246920.0 2687.6 -0.15 0.15
303622.0 2440.1 -0.15 -0.05
214790.0 2671.3 0.15 0.15
263302.0 2671.4 0.05 -0.05
214790.0 2673.4 0.15 0.15
263302.0 2673.6 0.05 -0.05
214790.0 2675.1 0.15 0.15
255110.0 2675.0 -0.05 0.15
263302.0 2675.8 0.05 -0.05
303622.0 2675.5 -0.15 -0.05
214790.0 2677.5 0.15 0.15
255110.0 2677.2 -0.05 0.15
263302.0 2678.2 0.05 -0.05
303622.0 2677.8 -0.15 -0.05
255110.0 2679.5 -0.05 0.15
303622.0 2679.9 -0.15 -0.05
214790.0 2681.7 0.15 0.15
255110.0 2682.1 -0.05 0.15
303622.0 2682.5 -0.15 -0.05
303622.0 2686.1 -0.15 -0.05
352490.0 2440.6 0.15 0.15
352490.0 2671.8 0.15 0.15
352490.0 2673.5 0.15 0.15
352490.0 2675.3 0.15 0.15
352490.0 2677.4 0.15 0.15
352490.0 2681.8 0.15 0.15
336020.0 2437.1 -0.15 0.15
303892.0 2669.7 0.15 -0.05
303892.0 2671.3 0.15 -0.05
303892.0 2673.5 0.15 -0.05
344212.0 2672.9 -0.05 -0.05
295700.0 2673.7 0.05 0.15
295700.0 2675.6 0.05 0.15
303892.0 2675.8 0.15 -0.05
344212.0 2675.6 -0.05 -0.05
295700.0 2677.5 0.05 0.15
336020.0 2677.0 -0.15 0.15
344212.0 2677.9 -0.05 -0.05
336020.0 2679.0 -0.15 0.15
295700.0 2679.8 0.05 0.15
303892.0 2680.5 0.15 -0.05
336020.0 2680.4 -0.15 0.15
344212.0 2680.6 -0.05 -0.05
336020.0 2682.2 -0.15 0.15
336020.0 2684.7 -0.15 0.15
230723.0 2441.9 -0.15 -0.15
230723.0 2674.8 -0.15 -0.15
230723.0 2676.9 -0.15 -0.15
230723.0 2679.2 -0.15 -0.15
230723.0 2682.1 -0.15 -0.15
368423.0 2440.9 -0.15 -0.15
328103.0 2670.0 0.05 -0.15
279591.0 2671.2 0.15 0.05
328103.0 2672.6 0.05 -0.15
279591.0 2673.3 0.15 0.05
328103.0 2674.4 0.05 -0.15
319911.0 2674.7 -0.05 0.05
368423.0 2674.9 -0.15 -0.15
279591.0 2675.3 0.15 0.05
