Number Time x_pos y_pos
230720.0 1237.5 -0.15 0.15
336291.0 1238.8 0.15 0.05
214523.0 1236.6 -0.15 -0.15
238821.0 1238.0 -0.15 0.05
303620.0 1236.9 -0.15 0.15
271221.0 1236.4 -0.15 0.05
246923.0 1237.9 -0.15 -0.15
214521.0 1236.9 -0.15 0.05
238820.0 1236.6 -0.15 0.15
214520.0 1235.7 -0.15 0.15
238823.0 1236.0 -0.15 -0.15
279320.0 1243.6 -0.15 0.15
255022.0 1239.3 -0.15 -0.05
352220.0 1236.5 -0.15 0.15
287421.0 1240.3 -0.15 0.05
295522.0 1237.5 -0.15 -0.05
368421.0 1237.4 -0.15 0.05
344120.0 1236.9 -0.15 0.15
263120.0 1236.6 -0.15 0.15
571195.0 1204.3 0.15 0.15
571195.0 1205.8 0.15 0.15
571195.0 1206.6 0.15 0.15
571195.0 1207.2 0.15 0.15
571195.0 1208.2 0.15 0.15
571195.0 1208.9 0.15 0.15
571195.0 1210.0 0.15 0.15
571195.0 1210.6 0.15 0.15
571195.0 1211.9 0.15 0.15
571195.0 1212.3 0.15 0.15
571195.0 1213.8 0.15 0.15
571195.0 1214.1 0.15 0.15
571195.0 1215.6 0.15 0.15
571195.0 1217.4 0.15 0.15
571195.0 1219.8 0.15 0.15
571195.0 1340.1 0.15 0.15
571195.0 1377.1 0.15 0.15
571195.0 1384.3 0.15 0.15
571195.0 1419.3 0.15 0.15
571195.0 1423.8 0.15 0.15
571195.0 1426.5 0.15 0.15
571195.0 1430.1 0.15 0.15
571195.0 1499.4 0.15 0.15
571195.0 1532.4 0.15 0.15
571195.0 1564.9 0.15 0.15
571195.0 1606.3 0.15 0.15
571195.0 1643.8 0.15 0.15
571195.0 1672.7 0.15 0.15
571195.0 1691.7 0.15 0.15
571195.0 1694.3 0.15 0.15
571195.0 1696.6 0.15 0.15
571195.0 1699.8 0.15 0.15
571195.0 1768.4 0.15 0.15
571195.0 1805.8 0.15 0.15
571195.0 1838.9 0.15 0.15
571195.0 1874.9 0.15 0.15
465626.0 1203.2 -0.15 0.05
433498.0 1204.4 0.15 -0.15
465626.0 1204.4 -0.15 0.05
425306.0 1205.2 0.05 0.05
465626.0 1205.5 -0.15 0.05
473818.0 1205.3 -0.05 -0.15
425306.0 1206.4 0.05 0.05
433498.0 1205.8 0.15 -0.15
425306.0 1207.2 0.05 0.05
433498.0 1206.5 0.15 -0.15
433498.0 1207.2 0.15 -0.15
465626.0 1206.5 -0.15 0.05
465626.0 1207.2 -0.15 0.05
473818.0 1206.6 -0.05 -0.15
473818.0 1207.2 -0.05 -0.15
425306.0 1208.1 0.05 0.05
425306.0 1208.8 0.05 0.05
433498.0 1208.2 0.15 -0.15
465626.0 1208.1 -0.15 0.05
465626.0 1208.8 -0.15 0.05
473818.0 1208.2 -0.05 -0.15
433498.0 1208.9 0.15 -0.15
473818.0 1208.9 -0.05 -0.15
425306.0 1209.7 0.05 0.05
425306.0 1210.1 0.05 0.05
433498.0 1210.0 0.15 -0.15
465626.0 1209.7 -0.15 0.05
465626.0 1210.1 -0.15 0.05
473818.0 1210.0 -0.05 -0.15
425306.0 1210.6 0.05 0.05
433498.0 1210.6 0.15 -0.15
465626.0 1210.6 -0.15 0.05
473818.0 1210.6 -0.05 -0.15
425306.0 1211.8 0.05 0.05
433498.0 1211.8 0.15 -0.15
465626.0 1211.8 -0.15 0.05
473818.0 1211.8 -0.05 -0.15
425306.0 1212.3 0.05 0.05
433498.0 1212.3 0.15 -0.15
465626.0 1212.3 -0.15 0.05
473818.0 1212.3 -0.05 -0.15
425306.0 1213.7 0.05 0.05
425306.0 1214.0 0.05 0.05
433498.0 1213.8 0.15 -0.15
433498.0 1214.1 0.15 -0.15
465626.0 1213.7 -0.15 0.05
465626.0 1214.0 -0.15 0.05
473818.0 1213.7 -0.05 -0.15
473818.0 1214.0 -0.05 -0.15
425306.0 1215.5 0.05 0.05
425306.0 1215.7 0.05 0.05
433498.0 1215.6 0.15 -0.15
465626.0 1215.6 -0.15 0.05
473818.0 1215.5 -0.05 -0.15
473818.0 1215.7 -0.05 -0.15
425306.0 1217.4 0.05 0.05
433498.0 1217.4 0.15 -0.15
465626.0 1217.3 -0.15 0.05
473818.0 1217.3 -0.05 -0.15
425306.0 1219.5 0.05 0.05
433498.0 1219.5 0.15 -0.15
465626.0 1219.5 -0.15 0.05
473818.0 1219.5 -0.05 -0.15
465626.0 1309.2 -0.15 0.05
465626.0 1330.3 -0.15 0.05
433498.0 1342.8 0.15 -0.15
465626.0 1343.1 -0.15 0.05
465626.0 1371.0 -0.15 0.05
433498.0 1377.4 0.15 -0.15
465626.0 1383.4 -0.15 0.05
425306.0 1384.5 0.05 0.05
473818.0 1389.7 -0.05 -0.15
465626.0 1408.5 -0.15 0.05
433498.0 1414.0 0.15 -0.15
465626.0 1419.4 -0.15 0.05
425306.0 1423.0 0.05 0.05
433498.0 1425.5 0.15 -0.15
425306.0 1426.7 0.05 0.05
465626.0 1427.6 -0.15 0.05
473818.0 1427.7 -0.05 -0.15
425306.0 1430.8 0.05 0.05
465626.0 1431.0 -0.15 0.05
465626.0 1470.0 -0.15 0.05
433498.0 1476.4 0.15 -0.15
465626.0 1496.4 -0.15 0.05
465626.0 1509.2 -0.15 0.05
433498.0 1516.8 0.15 -0.15
465626.0 1526.0 -0.15 0.05
473818.0 1539.1 -0.05 -0.15
465626.0 1546.6 -0.15 0.05
465626.0 1550.0 -0.15 0.05
425306.0 1556.3 0.05 0.05
433498.0 1556.3 0.15 -0.15
465626.0 1583.6 -0.15 0.05
433498.0 1593.7 0.15 -0.15
465626.0 1599.5 -0.15 0.05
465626.0 1622.6 -0.15 0.05
433498.0 1635.8 0.15 -0.15
465626.0 1640.7 -0.15 0.05
473818.0 1651.3 -0.05 -0.15
425306.0 1654.3 0.05 0.05
465626.0 1653.8 -0.15 0.05
473818.0 1656.0 -0.05 -0.15
433498.0 1657.5 0.15 -0.15
465626.0 1658.2 -0.15 0.05
465626.0 1664.1 -0.15 0.05
433498.0 1689.6 0.15 -0.15
433498.0 1693.0 0.15 -0.15
425306.0 1694.0 0.05 0.05
465626.0 1696.9 -0.15 0.05
425306.0 1697.8 0.05 0.05
465626.0 1702.6 -0.15 0.05
465626.0 1708.5 -0.15 0.05
465626.0 1744.0 -0.15 0.05
433498.0 1752.4 0.15 -0.15
465626.0 1765.7 -0.15 0.05
465626.0 1785.1 -0.15 0.05
433498.0 1791.5 0.15 -0.15
465626.0 1812.4 -0.15 0.05
465626.0 1828.5 -0.15 0.05
433498.0 1833.3 0.15 -0.15
465626.0 1848.3 -0.15 0.05
433498.0 1865.4 0.15 -0.15
465626.0 1871.9 -0.15 0.05
465626.0 1889.9 -0.15 0.05
433225.0 1203.2 -0.15 0.15
433225.0 1204.5 -0.15 0.15
433225.0 1205.5 -0.15 0.15
441417.0 1205.5 -0.05 -0.05
433225.0 1206.4 -0.15 0.15
433225.0 1207.2 -0.15 0.15
441417.0 1206.9 -0.05 -0.05
441417.0 1207.7 -0.05 -0.05
433225.0 1208.1 -0.15 0.15
433225.0 1208.8 -0.15 0.15
441417.0 1208.4 -0.05 -0.05
441417.0 1209.0 -0.05 -0.05
433225.0 1209.7 -0.15 0.15
433225.0 1210.1 -0.15 0.15
441417.0 1210.1 -0.05 -0.05
433225.0 1210.6 -0.15 0.15
441417.0 1210.6 -0.05 -0.05
433225.0 1211.8 -0.15 0.15
441417.0 1211.9 -0.05 -0.05
433225.0 1212.3 -0.15 0.15
441417.0 1212.3 -0.05 -0.05
433225.0 1213.7 -0.15 0.15
433225.0 1214.0 -0.15 0.15
441417.0 1213.8 -0.05 -0.05
441417.0 1214.1 -0.05 -0.05
433225.0 1215.5 -0.15 0.15
433225.0 1215.7 -0.15 0.15
441417.0 1215.6 -0.05 -0.05
433225.0 1217.3 -0.15 0.15
441417.0 1217.4 -0.05 -0.05
433225.0 1219.5 -0.15 0.15
441417.0 1221.3 -0.05 -0.05
433225.0 1310.8 -0.15 0.15
433225.0 1336.8 -0.15 0.15
433225.0 1348.2 -0.15 0.15
433225.0 1372.9 -0.15 0.15
433225.0 1377.2 -0.15 0.15
441417.0 1389.6 -0.05 -0.05
433225.0 1410.7 -0.15 0.15
433225.0 1420.8 -0.15 0.15
433225.0 1425.8 -0.15 0.15
441417.0 1427.6 -0.05 -0.05
433225.0 1429.3 -0.15 0.15
433225.0 1431.1 -0.15 0.15
433225.0 1484.0 -0.15 0.15
433225.0 1505.1 -0.15 0.15
433225.0 1521.7 -0.15 0.15
441417.0 1542.3 -0.05 -0.05
433225.0 1544.4 -0.15 0.15
433225.0 1549.8 -0.15 0.15
433225.0 1577.5 -0.15 0.15
433225.0 1598.8 -0.15 0.15
433225.0 1614.3 -0.15 0.15
433225.0 1633.1 -0.15 0.15
433225.0 1652.4 -0.15 0.15
441417.0 1653.0 -0.05 -0.05
433225.0 1657.1 -0.15 0.15
441417.0 1660.8 -0.05 -0.05
433225.0 1663.1 -0.15 0.15
433225.0 1698.2 -0.15 0.15
433225.0 1701.2 -0.15 0.15
433225.0 1703.6 -0.15 0.15
433225.0 1705.7 -0.15 0.15
433225.0 1748.8 -0.15 0.15
433225.0 1769.2 -0.15 0.15
433225.0 1782.7 -0.15 0.15
433225.0 1810.2 -0.15 0.15
433225.0 1821.9 -0.15 0.15
433225.0 1851.1 -0.15 0.15
433225.0 1869.0 -0.15 0.15
433225.0 1884.4 -0.15 0.15
441326.0 1203.5 -0.15 0.05
441326.0 1204.6 -0.15 0.05
449518.0 1205.3 -0.05 -0.15
441326.0 1205.8 -0.15 0.05
441326.0 1206.6 -0.15 0.05
449518.0 1206.6 -0.05 -0.15
449518.0 1207.2 -0.05 -0.15
441326.0 1207.3 -0.15 0.05
441326.0 1208.3 -0.15 0.05
449518.0 1208.2 -0.05 -0.15
441326.0 1208.9 -0.15 0.05
449518.0 1208.9 -0.05 -0.15
441326.0 1210.0 -0.15 0.05
449518.0 1210.0 -0.05 -0.15
441326.0 1210.6 -0.15 0.05
449518.0 1210.5 -0.05 -0.15
441326.0 1211.8 -0.15 0.05
449518.0 1211.7 -0.05 -0.15
441326.0 1212.3 -0.15 0.05
449518.0 1212.3 -0.05 -0.15
441326.0 1213.7 -0.15 0.05
441326.0 1214.0 -0.15 0.05
449518.0 1213.7 -0.05 -0.15
449518.0 1214.0 -0.05 -0.15
441326.0 1215.6 -0.15 0.05
449518.0 1215.5 -0.05 -0.15
449518.0 1215.7 -0.05 -0.15
441326.0 1217.3 -0.15 0.05
449518.0 1217.3 -0.05 -0.15
441326.0 1219.4 -0.15 0.05
449518.0 1219.5 -0.05 -0.15
441326.0 1308.6 -0.15 0.05
441326.0 1334.0 -0.15 0.05
441326.0 1349.6 -0.15 0.05
441326.0 1371.6 -0.15 0.05
441326.0 1385.8 -0.15 0.05
449518.0 1388.1 -0.05 -0.15
441326.0 1413.2 -0.15 0.05
441326.0 1418.9 -0.15 0.05
449518.0 1426.7 -0.05 -0.15
441326.0 1429.2 -0.15 0.05
441326.0 1432.1 -0.15 0.05
449518.0 1433.8 -0.05 -0.15
441326.0 1478.3 -0.15 0.05
441326.0 1497.7 -0.15 0.05
441326.0 1520.4 -0.15 0.05
441326.0 1539.0 -0.15 0.05
449518.0 1539.0 -0.05 -0.15
441326.0 1549.3 -0.15 0.05
441326.0 1579.2 -0.15 0.05
441326.0 1599.2 -0.15 0.05
441326.0 1616.5 -0.15 0.05
441326.0 1631.2 -0.15 0.05
449518.0 1650.4 -0.05 -0.15
441326.0 1652.4 -0.15 0.05
449518.0 1655.3 -0.05 -0.15
441326.0 1656.9 -0.15 0.05
441326.0 1661.0 -0.15 0.05
441326.0 1699.1 -0.15 0.05
441326.0 1702.4 -0.15 0.05
441326.0 1707.1 -0.15 0.05
441326.0 1747.9 -0.15 0.05
441326.0 1764.8 -0.15 0.05
441326.0 1784.2 -0.15 0.05
449518.0 1795.6 -0.05 -0.15
441326.0 1811.0 -0.15 0.05
441326.0 1814.6 -0.15 0.05
441326.0 1847.9 -0.15 0.05
441326.0 1866.9 -0.15 0.05
441326.0 1880.2 -0.15 0.05
554997.0 1204.1 0.15 -0.05
546805.0 1205.4 0.05 0.15
554997.0 1205.8 0.15 -0.05
546805.0 1206.8 0.05 0.15
554997.0 1206.8 0.15 -0.05
546805.0 1207.4 0.05 0.15
554997.0 1207.3 0.15 -0.05
546805.0 1208.4 0.05 0.15
554997.0 1208.3 0.15 -0.05
546805.0 1209.0 0.05 0.15
554997.0 1209.0 0.15 -0.05
546805.0 1210.1 0.05 0.15
554997.0 1210.1 0.15 -0.05
546805.0 1210.5 0.05 0.15
554997.0 1210.6 0.15 -0.05
546805.0 1211.9 0.05 0.15
554997.0 1212.0 0.15 -0.05
546805.0 1212.3 0.05 0.15
554997.0 1212.3 0.15 -0.05
546805.0 1213.7 0.05 0.15
546805.0 1214.0 0.05 0.15
554997.0 1213.8 0.15 -0.05
554997.0 1214.1 0.15 -0.05
546805.0 1215.5 0.05 0.15
546805.0 1215.8 0.05 0.15
554997.0 1215.6 0.15 -0.05
546805.0 1217.4 0.05 0.15
554997.0 1217.4 0.15 -0.05
546805.0 1219.7 0.05 0.15
554997.0 1219.6 0.15 -0.05
554997.0 1342.3 0.15 -0.05
554997.0 1378.7 0.15 -0.05
546805.0 1387.6 0.05 0.15
554997.0 1418.5 0.15 -0.05
554997.0 1422.2 0.15 -0.05
546805.0 1424.2 0.05 0.15
546805.0 1426.9 0.05 0.15
546805.0 1429.7 0.05 0.15
554997.0 1430.3 0.15 -0.05
546805.0 1433.9 0.05 0.15
554997.0 1497.2 0.15 -0.05
554997.0 1528.9 0.15 -0.05
554997.0 1564.1 0.15 -0.05
546805.0 1575.7 0.05 0.15
554997.0 1602.8 0.15 -0.05
554997.0 1639.3 0.15 -0.05
546805.0 1659.1 0.05 0.15
554997.0 1663.0 0.15 -0.05
554997.0 1691.7 0.15 -0.05
554997.0 1694.9 0.15 -0.05
546805.0 1696.1 0.05 0.15
546805.0 1698.1 0.05 0.15
554997.0 1756.6 0.15 -0.05
554997.0 1788.3 0.15 -0.05
554997.0 1826.5 0.15 -0.05
554997.0 1868.7 0.15 -0.05
498027.0 1202.9 -0.15 -0.05
498027.0 1204.5 -0.15 -0.05
449515.0 1205.3 -0.05 0.15
457707.0 1205.3 0.05 -0.05
498027.0 1205.6 -0.15 -0.05
498027.0 1206.4 -0.15 -0.05
449515.0 1206.8 -0.05 0.15
457707.0 1206.5 0.05 -0.05
457707.0 1207.2 0.05 -0.05
498027.0 1207.2 -0.15 -0.05
449515.0 1207.4 -0.05 0.15
449515.0 1208.4 -0.05 0.15
457707.0 1208.1 0.05 -0.05
457707.0 1208.8 0.05 -0.05
498027.0 1208.1 -0.15 -0.05
498027.0 1208.8 -0.15 -0.05
449515.0 1209.0 -0.05 0.15
457707.0 1209.5 0.05 -0.05
498027.0 1209.6 -0.15 -0.05
449515.0 1210.1 -0.05 0.15
457707.0 1210.0 0.05 -0.05
498027.0 1210.0 -0.15 -0.05
449515.0 1210.5 -0.05 0.15
457707.0 1210.6 0.05 -0.05
498027.0 1210.6 -0.15 -0.05
449515.0 1211.8 -0.05 0.15
457707.0 1211.8 0.05 -0.05
498027.0 1211.8 -0.15 -0.05
449515.0 1212.3 -0.05 0.15
457707.0 1212.3 0.05 -0.05
498027.0 1212.3 -0.15 -0.05
449515.0 1213.7 -0.05 0.15
449515.0 1214.0 -0.05 0.15
457707.0 1213.7 0.05 -0.05
457707.0 1214.0 0.05 -0.05
498027.0 1213.7 -0.15 -0.05
498027.0 1214.0 -0.15 -0.05
449515.0 1215.5 -0.05 0.15
449515.0 1215.7 -0.05 0.15
457707.0 1215.5 0.05 -0.05
457707.0 1215.7 0.05 -0.05
498027.0 1215.5 -0.15 -0.05
498027.0 1215.7 -0.15 -0.05
449515.0 1217.4 -0.05 0.15
457707.0 1217.3 0.05 -0.05
498027.0 1217.3 -0.15 -0.05
449515.0 1219.5 -0.05 0.15
457707.0 1219.5 0.05 -0.05
498027.0 1219.5 -0.15 -0.05
498027.0 1315.1 -0.15 -0.05
498027.0 1330.6 -0.15 -0.05
498027.0 1345.9 -0.15 -0.05
498027.0 1372.7 -0.15 -0.05
498027.0 1383.2 -0.15 -0.05
457707.0 1383.5 0.05 -0.05
449515.0 1390.6 -0.05 0.15
498027.0 1411.9 -0.15 -0.05
